0	0
0.0135	0.7452
0.0357	0.8302
0.0419	0.8527
0.0555	0.8833
0.0654	0.9098
0.0753	0.9187
0.0877	0.9329
0.0989	0.9452
0.115	0.9649
0.1361	0.9901
0.1535	1.0125
0.1615	1.0234
0.1714	1.0346
0.1907	1.0425
0.1981	1.0513
0.2254	1.0724
0.2403	1.0819
0.2527	1.0928
0.2794	1.0938
0.3073	1.1081
0.3309	1.1173
0.3489	1.1149
0.4103	1.1156
0.4246	1.1149
0.4637	1.1153
0.4737	1.1173
0.4948	1.1132
0.5121	1.1149
0.5382	1.1193
0.5655	1.1153
0.5904	1.1159
0.6028	1.1159
0.6313	1.1153
0.6661	1.1139
0.681	1.1139
0.6959	1.1119
0.7269	1.1003
0.7468	1.087
0.7692	1.084
0.7834	1.0802
0.8014	1.0738
0.8188	1.0663
0.8288	1.0615
0.8375	1.0561
0.8486	1.0486
0.8611	1.035
0.8611	1.035
0.8922	0.9989
0.9046	0.9812
0.9133	0.971
0.9226	0.9561
0.9319	0.9404
0.9462	0.9132
0.9593	0.8823
0.9649	0.8605
0.9799	0.7459
1	0
